ENVIRONMENT,NAME,PARENT,CHILD,WHERECLAUSE,CARDINALITY,DBJOINREQUIRED,REMARKS,MAXRELATIONSHIPID
N08,PERSCHANGESTATUS,PERSON,PERSCHANGESTATUS,-,UNDEFINED,0,Relationship to the non-persisten PersonChangeStatus table.  (No where clause).  The resulting set will contain zero objects.  Note:  This relationship is used only for the Change Status action page to change the status of a  given purchase order.,1660
N08,TKTEMPCHANGESTATUS,TKTEMPLATE,TEMPCHANGESTATUS,-,UNDEFINED,0,Relationship to the non-persistent TKTempChangeStatus table. (No where clause). The resulting set will contain zero objects. Note: This relationship is used only for the Change Status action page to change the status of a given ticket template.,1661
N08,JOBPLAN,TKTEMPLTACTIVITY,JOBPLAN,jpnum=:jpnum,UNDEFINED,0,-,1662
N08,ACTIVITY,TKTEMPLATE,TKTEMPLTACTIVITY,templateid=:templateid,UNDEFINED,0,-,1663
N08,TKTEMPLATE,TICKET,TKTEMPLATE,class in (select  value  from synonymdomain where domainid = 'TKCLASS' and  maxvalue =  (select  s.maxvalue  from synonymdomain s where s.domainid = 'TKCLASS'  and  s.value =:class)) and (:orgid is null or (orgid=:orgid or orgid is null) )  and status in (select value from synonymdomain where domainid = 'TEMPLATESTATUS' and maxvalue = 'ACTIVE'),UNDEFINED,0,-,1664
N08,LOCATIONMETER,LOCOPER,LOCATIONMETER,location = :location and siteid = :siteid,UNDEFINED,0,Relationship to the LocationMeter table,used to find the LocationMeter objects associated with this LocOper's location and siteid. The WHERE clause is: locationmeter.location = locoper.location and locationmeter.siteid = locoper.siteid. The resulting set will contain zero or more objects.
N08,DOCLINKS,COMMLOG,DOCLINKS,ownertable = 'COMMLOG' and ownerid = :commloguid,UNDEFINED,0,Relationship to the Doclink table,used to find all document records for a given COMMLOG.
N08,COMMTMPLT_TO,COMMTEMPLATE,COMMTMPLTSENDTO,templateid=:templateid and sendto=:yes,UNDEFINED,0,Relationship to the COMMTMPLTSENDTO table,used to find all TO recipients.
N08,COMMTMPLT_CC,COMMTEMPLATE,COMMTMPLTSENDTO,templateid=:templateid and cc=:yes,UNDEFINED,0,Relationship to the COMMTMPLTSENDTO table,used to find all CC recipients.
N08,WO_AREASAFFECTED,WORKORDER,AREASAFFECTED,wonum=:wonum and siteid=:siteid and orgid=:orgid,MULTIPLE,0,Relationship from the WO table to its children Areas Affected.,2073
N08,COMMWOGRP,COMMODITIES,WORKORDER,commoditygroup = :commodity,UNDEFINED,0,-,2186
N08,WORKORDERPERSONGROUP,WORKORDER,PERSONGROUP,persongroup = :persongroup,SINGLE,0,Relationship to persongroup to return the workorders persongroup,2187
N08,ASSETMOVEDFLT,ASSET,ASSETMOVEDFLT,-,UNDEFINED,0,-,2188
N08,DRPOLDTAB,MAXOBJECTCFG,DRPOLDTAB,1=1,UNDEFINED,0,Relationship to DRPOLDTAB virtual object,2190
N08,RESTDATA,MAXOBJECTCFG,RESTDATA,1=1,UNDEFINED,0,Relationship to RESTDATA virtual object,2193
N08,KPIMAIN,KPILCONFIG,KPIMAIN,kpiname = :kpiname,UNDEFINED,0,Relationship of KPILConfig Object with KPI Object. Used to return all KPIs in a KPI ListPortlet Configuration,1743
N08,QUERY,RSCONFIG,QUERY,clausename = :clausename and app=:app,UNDEFINED,0,Relationship of RSConfig Object with Query Object. Used to return the query in a Result Set Portlet Configuration,1744
N08,QUALIFICATION,TOOLQUAL,QUALIFICATION,qualificationid=:qualificationid and orgid=:orgid,UNDEFINED,0,Relationship to the TOOLQUAL table. This set returns 1 object.,1674
N08,ITEMORGINFO,MRLINE,ITEMORGINFO,itemnum=:itemnum and itemsetid=:itemsetid and orgid = :orgid,UNDEFINED,0,Relationship to the ItemOrgInfo table,used to find an item for a given material requisition line. (mrline.itemnum = itemorginfo.itemnum and mrline.itemsetid = itemorginfo.itemsetid and mrline.orgid = itemorginfo.orgid). The resulting set will contain zero or one object.
N08,MAXIFACECONDMV,MAXIFACECOND,MAXCONDDETAIL,ifacename=:ifacename and procname=:procname and intobjectname=:intobjectname and usewith=:usewith and condition=:condition and (condtype = 'MAXVAR' or condtype = 'IFACECONTROL'),UNDEFINED,0,Relationship to the MaxCondDetail table,used to find all condition details records for a given intpointname
N08,VENDOR,PURCHVIEW,COMPANIES,company=:vendor and orgid=:orgid,UNDEFINED,0,Relationship to the Companies table,used to find all company records for a given contract. (contract.vendor=companies.company
N08,ASSETMETER,MEASUREPOINT,ASSETMETER,metername = :metername and assetnum = :assetnum and siteid = :siteid and siteid=:siteid,SINGLE,0,Relationship to the AssetMeter table,used to find the AssetMeter object associated with this MeasurePoint. The WHERE clause is: assetmeter.metername = measurepoint.metername and assetmeter.assetnum = measurepoint.assetnum and assetmeter.siteid = measurepoint.siteid. The resulting set will contain zero or one object.
N08,MEASUREUNIT,ASSETSPEC,MEASUREUNIT,measureunitid=:measureunitid,UNDEFINED,0,Relationship to the MeasureUnit table,used to find the MeasureUnit object associated with this AssetSpec. The WHERE clause is: measureunit.measureunitid = assetspec.measureunitid and measureunit.orgid = assetspec.orgid. The resulting set will contain one object
N08,SITE,LOCATIONS,SITE,siteid=:siteid and orgid=:orgid,UNDEFINED,0,Relationship to the Site table. (locations.siteid = site.siteid and locations.orgid = site.orgid). The resulting set will contain one object.,1199
N08,ALLLOCATION,WPMATERIAL,LOCATIONS,type in (select value from synonymdomain where domainid='LOCTYPE' and maxvalue in ('STOREROOM','LABOR','COURIER')) and siteid=:storelocsite,UNDEFINED,0
N08,ITEMORGINFO,POLINE,ITEMORGINFO,itemnum=:itemnum and itemsetid=:itemsetid and orgid = :orgid,UNDEFINED,0,Relationship to the ItemOrgInfo table,used to find an item for a given purchase order line. (poline.itemnum = itemorginfo.itemnum and poline.itemsetid = itemorginfo.itemsetid and poline.orgid = itemorginfo.orgid). The resulting set will contain zero or one object.
N08,LABORCRAFTRATE,CRAFT,LABORCRAFTRATE,craft=:craft and orgid=:orgid,UNDEFINED,0,Relationship to the LaborCraftRate table on craft. (laborcraftrate.craft = craft.craft and laborcraftrate.orgid=craft.orgid.)  This will return 0 or more objects,1764
N08,APPLICATIONAUTHUI,SIGOPTION,APPLICATIONAUTH,groupname = :groupname and app = :app and optionname = :optionname,UNDEFINED,0,Relationship for Sigoption to ApplicationAuth when non-persistent attribute Groupname is not null,2136
N08,ENTIREKITSTRUCT,KIT,ITEMSTRUCT,itemid = :itemnum and itemsetid = :itemsetid,UNDEFINED,0,Relationship to the ItemStruct table used to find all ItemStruct records that belong to this kit's assembly structure. (itemstruct.itemid = kit.itemnum and itemstruct.itemsetid = kit.itemsetid).  The resulting set will contain zero or more objects.,2137
N08,TERM,RFQTERM,TERM,termid = :termid and orgid = :orgid,UNDEFINED,0,Relationship to the Term table,used to find a term record for a given RFQ term. (term.termid = rfqterm.termid and term.orgid = rfqterm.orgid). The resulting set will contain zero or one object.
N08,LABINVLOCCHANGE,LABOR,LABINVLOCCHANGE,-,UNDEFINED,0,Relationship to the non-persistent LABINVLOCCHANGE table.  For access to the non-persistent table only.  (No whereclause.)  Returns 0 objects.,1320
N08,DPAMSWSUITECOMP,DPAMSWSUITE,DPAMSWSUITECOMP,suiteid = :suiteid,UNDEFINED,0,-,1619
N08,ITEMCONDITION,MATUSETRANS,ITEMCONDITION,itemnum = :itemnum and itemsetid=:itemsetid and conditioncode=:conditioncode,UNDEFINED,0,Relationship to the itemcondition table,used to find the itemcondition records for a given MatUseTrans record. (itemcondition.itemnum = matusetrans.itemnum and itemcondition.itemsetid=matusetrans.itemsetid and itemcondition.conditioncode=matusetrans.conditioncode). The resulting set will contain zero or one object.
N08,INVBALANCESOUT,LOCATIONS,INVBALANCES,location = :location and siteid = :siteid,UNDEFINED,0,Relationship to the InvBalances table,used to find item balances for material transfers out of a given storeroom location. (invbalances.location = locations.location). The resulting set will contain zero or more objects. This relationship is primarily used for the Select Items for Transfer action on the Transfer Out tab of the Issues and Transfers application.
N08,ITEM,MATRECTRANS,ITEM,itemnum = :itemnum and itemsetid = :itemsetid,UNDEFINED,0,Relationship to the Item table,used to find the item received or transferred. (item.itemnum = matrectrans.itemnum and item.itemsetid = matrectrans.itemsetid). The resulting set will contain one object.
N08,PERSON,POLINE,PERSON,personid=:requestedby,UNDEFINED,0,Relationship to the Person table,used to find all person records for a given PO Line. (poline.requestedby = person.personid). The resulting set will contain zero or one object.
N08,PERSON,PRLINE,PERSON,personid=:requestedby,UNDEFINED,0,Relationship to the Person table,used to find all person records for a given PR Line. (prline.requestedby = person.personid). The resulting set will contain zero or one object.
N08,RECONLINKRULE_RECONLINKCLAUSE,RECONLINKRULE,RECONLINKCLAUSE,rulename=:rulename,UNDEFINED,0,Clauses for a Link Rule,2041
N08,COMPANIES,COMPMASTER,COMPANIES,company=:company and orgid in (select orgid from organization where companysetid = :companysetid),UNDEFINED,0,Relationship to the Companies table,used to find all Companies created from a given company master. (organization.company = compmaster.company and orgid in (select orgid from organization where organization.companysetid = compmaster.companysetid)). The resulting set will contain zero or more objects.
N08,COMMTMPLTSENDTO_GROUP,COMMTMPLTSENDTO,PERSONGROUP,persongroup=:sendtovalue,UNDEFINED,0,Relationship to the persongroups table,used to get the person group records
N08,COMMTMPLTSENDTO_ROLE,COMMTMPLTSENDTO,MAXROLE,maxrole=:sendtovalue,UNDEFINED,0,Relationship to the MAXROLE table,used to get the role records for a recipient.
N08,PRIMARYPHONE,PERSON,PHONE,personid=:personid and  isprimary=:yes,UNDEFINED,0,Relationship to the phone table where personid=personid and isprimary=Y.  (person.personid=phone.personid AND phone.isprimary=Y.)  This will return 1 object.,1382
N08,PMSEASONS,PM,PMSEASONS,pmnum = :pmnum and siteid=:siteid,UNDEFINED,0,Relationship to the PM's PMSEASONS records,used to find all the PMSEASONS DATES for a given PM. (PMSEASONS.pmnum = pm.pmnum). The resulting set will contain zero or more record.
N08,MASTERPMSEASONS,MASTERPM,MASTERPMSEASONS,masterpmnum = :masterpmnum,UNDEFINED,0,Relationship to the MASTERPM's MASTERPMSEASONS records,used to find all the MASTERPMSEASONS DATES for a given MASTERPM. (MASTERPMSEASONS.masterpmnum = masterpm.masterpmnum). The resulting set will contain zero or more record.
N08,ITEMORGINFO_HAZARD,ITEM,ITEMORGINFO,itemnum=:itemnum and itemsetid=:itemsetid,UNDEFINED,0,Relationship to the ItemOrgInfo table,used to find the item information hazard records for all organizations using this item. (itemorginfo.itemnum=item.itemnum and itemorginfo.itemsetid=item.itemsetid) This relationship will find zero or more objects.
N08,MAXVARINPUT3,ORGANIZATION,MAXVARINPUT,orgid=:orgid,UNDEFINED,0,Relationship to the MaxVarInput table,used to get an instance of the non-persistent MBO of MaxVarInput for the organization. (maxvarinput.orgid =  organization.orgid). This relationship will find zero or more objects.
N08,KIT,INVENTORY,KIT,1>2,UNDEFINED,0,Relationship to the non-persistent Kit table. The resulting set will contain zero objects. This relationship is used only for the Assemble Kit and Disassemble Kit action pages on the Inventory application.,2311
N08,ACCDEFTOOLRESINT,ORGANIZATION,ACCOUNTDEFAULTS,dfltgroup = 'TOOLRESCODE' and groupvalue = '0' and orgid=:orgid,UNDEFINED,0,-,1172
N08,GLUPDATEDATABASE,ORGANIZATION,GLUPDATEDATABASE,-,UNDEFINED,0,-,1173
N08,PARAMETER,CRONTASKINSTANCE,CRONTASKPARAM,crontaskname=:crontaskname and instancename=:instancename,UNDEFINED,0,-,1470
N08,COMM_PRLINEGRP,RFQLINE,COMMODITIES,commodity = :commodity and parent is not null and itemsetid = :itemsetid,UNDEFINED,0,-,1471
N08,COMM_PRLINEGRP,POLINE,COMMODITIES,commodity = :commodity and parent is not null and itemsetid = :itemsetid,UNDEFINED,0,-,1472
N08,PARENTSLACOMMITMENTS,RELATEDSLA,SLACOMMITMENTS,slanum = :parentslanum,UNDEFINED,0,Relationship to the SLACOMMITMENTS table,used to find the Commitments records a given parent SLA. (slacommitments.slanum = relatedsla.parentslanum). The resulting set will contain zero more objects.
N08,RECONCOMPRULE_RECONCOMPFLTRDPA,RECONCOMPRULE,RECONCOMPFLTRDPA,rulename=:rulename,UNDEFINED,0,Deployed Asset Filters for a Comparison Rule,2045
N08,MAXDOMAIN,ALNDOMAIN,MAXDOMAIN,domainid = :domainid and domaintype in (select value from synonymdomain where domainid = 'DOMTYPE' and maxvalue = 'ALN'),UNDEFINED,0,Relationship to MaxDomain table. (maxdomain.domainid = alndomainvalue.domainid and maxdomain.domaintype in (select valuelist.value from valuelist where valuelist.listname = 'DOMTYPE' and valuelist.maxvalue = 'ALN')). The result set will contain one object.,1736
N08,SCHEDULELINE,SCHLEASEVIEW,SCHEDULELINE,scheduleid = :scheduleid and orgid= :orgid,UNDEFINED,0,Relationship to the Scheduleline table,used to find all schedule lines for a given schedule. (schleaseview.scheduleid = :scheduleline.scheduleid and schleaseview.orgid= :scheduleline.orgid)
N08,LOCATIONS,LABINVLOCCHANGE,LOCATIONS,-,UNDEFINED,0,Relationship to the labor table.  For access to the entire set.  (No whereclause.)  Returns 0 or more objects.,1321
N08,UPDASSOPM,MASTERPM,PM,masterpm=:masterpmnum and overridemasterupd=:no,UNDEFINED,0,Relationship to the MasterPM's to PM records,used to find the PM record for a given MasterPM. (pm.pmnum = pm.masterpm). The resulting set will contain zero or one record.
N08,COMMLOG,WORKORDER,COMMLOG,exists (select 1 from workorder where workorderid = commlog.ownerid and workorder.wogroup = :wogroup and workorder.siteid = :siteid ) and CommLog.OwnerTable in (:&synonymlist&_woclass[WORKORDER,ACTIVITY,CHANGE,RELEASE],'WORKORDER'
N08,PERSON,EMAIL,PERSON,personid=:personid,UNDEFINED,0,Relationship from EMAIL to the PERSON table.,1733
N08,MAXIFACEPROCIN,MAXINTOBJDETAIL,MAXIFACEPROC,ifacename=:ifacename and intobjectname=:intobjectname and hierarchypath=:hierarchypath and (usewith = 'ESOBJECTSTRUCTURE' or usewith = 'ESOBJECT'),UNDEFINED,0,Relationship to the MaxIfaceProc table,used to find all generic inbound controls records for a given ifacename
N08,MAXOBJECTPROCIN,MAXINTOBJDETAIL,MAXIFACEPROC,ifacename=:ifacename and intobjectname=:intobjectname and hierarchypath=:hierarchypath and usewith = 'ESOBJECTSTRUCTURE',UNDEFINED,0,Relationship to the MaxIfaceProc table,used to find all generic inbound controls records for a given ifacename
N08,MODIFYWORKLOG,WORKORDER,WORKLOG,recordkey=:wonum and class=:woclass and siteid=:siteid,MULTIPLE,0,Relationship to the worklog records,used to find the worklog records for a given workorder.
N08,ASSET,ASSETLOCCOMM,ASSET,assetnum = :assetnum and siteid = :siteid,UNDEFINED,0,Relationship to the ASSET table,used to find the asset records. The resulting set will contain one object.
N08,LOCATIONS,ASSETLOCCOMM,LOCATIONS,location = :location and siteid = :siteid,UNDEFINED,0,Relationship to the LOCATIONS table,used to find the asset records. The resulting set will contain one object.
N08,SLAASSETLOC,SLA,SLAASSETLOC,slanum = :slanum,UNDEFINED,0,Relationship to the SLAAssetLoc table,used to find the SLAAssetLoc records for a given SLA. (sla.slanum = slaassetloc.slanum). The resulting set will contain 0 or more objects.
N08,ASCHANGESTATUS,ASSET,ASCHANGESTATUS,-,UNDEFINED,0,Relationship to the non-persistent AssetChangeStatus table. The resulting set will contain zero or more objects. Note : AssetChangeStatus is a non-persistent MBO with whose help the dialog box binds with the object.,1374
N08,ALLPERSONGROUPTEAM,PERSONGROUP,PERSONGROUPTEAM,persongroup=:persongroup,UNDEFINED,0,Relationship to persongroupteam used to find all members of group,1375
N08,PERSONGROUPTEAM_LABOR,PERSONGROUPTEAM,LABOR,laborcode=:resppartygroup,UNDEFINED,0,Return the labor for a persongroupteam resppartygroup member,1376
N08,COMPANY,CONTRACTAUTH,COMPANIES,company=:vendor and orgid=:orgid,UNDEFINED,0,Relationship to the Organization table,used to find all Company records for a given ContractAuth. (contractauth.vendor=companies.company). The resulting set will contain one record.
N08,MAXSEQUENCE,MAXATTRIBUTECFG,MAXSEQUENCE,tbname = :entityname and name = :columnname,UNDEFINED,0,Relationship from MaxAttributeCfg to MaxSequence,matching on tablename and columnname.  Will return zero or one row
N08,VIEWOBJECTS,MAXOBJECTCFG,MAXOBJECTCFG,:isview = :no and isview = :yes and (extendsobject = :objectname or exists (select * from maxviewcolumncfg where viewname = maxobjectcfg.entityname and tablename = :entityname)),UNDEFINED,0,Relationship from MaxObjectCfg (table) to MaxObjectCfg (views),giving the views that join with this table.  Will return zero
N08,ASSET,WMASSIGNMENT,ASSET,assetnum=:assetnum and siteid=:siteid,UNDEFINED,0,Relationship to the Asset Table; used to find Assets that are related to the Work Orders of a set of WMAssignments.,2300
